0.900388128	0.954548453	1.017630644	1.024479959	0.95129376	0.973260936
0.900558092	1.007818366	0.980294267	1.024134957	0.95129376	0.973260936
0.913143075	1.017983257	1.001631152	1.008571791	0.923054287	0.979663969
0.988701167	1.024119736	1.024119736	1.030246068	0.950865043	0.992470034
0.964208524	1.008602232	1.008602232	1.040081177	0.935783866	1.005276099
0.938855911	0.983249619	1.011420599	1.040081177	0.96348554	0.998873066
0.938609843	1.004809741	1.005329782	1.021316591	0.948513445	0.992470034
0.951156773	1.014713343	1.030154744	1.005337392	0.96673516	1.005276099
0.926217656	1.033447489	1.030712836	0.992661086	0.929827499	1.018082164
1.001108574	1.002643328	1.02739726	1.045502283	0.941319127	0.998873066
0.951938102	1.008049214	1.018046677	1.028041603	0.95129376	0.992470034
0.963807712	1.014713343	1.014713343	1.00537037	0.960636733	1.011679131
0.951471334	1.014713343	0.996040081	1.020702689	0.954642314	1.024485196
0.938795028	1.033371385	1.008003551	1.008739219	0.960621512	1.011679131
0.988576865	1.030761035	1.005393201	1.02999239	0.963977676	1.018082164
0.976861999	1.00876966	1.020657027	1.021453577	0.973290208	0.998873066
0.976661593	1.020641806	0.999479959	1.024018265	0.958049214	0.979663969
0.951722476	1.008800101	1.007942669	1.008800101	0.960591071	1.018082164
0.963754439	0.983450025	1.005423643	1.020608828	0.954687976	1.037291261
1.001339422	1.023074581	0.992747336	1.02739726	0.95129376	1.018082164
0.989583968	1.030806697	1.017171487	1.03667174	0.969842719	1.024485196
0.98934551	0.990327245	1.008863521	1.040081177	0.976661593	1.043694294
1.014205987	1.004439371	1.020547945	1.058599696	0.995180112	1.043694294
0.977445459	1.023964992	0.999642314	1.065449011	0.983526129	1.024485196
0.989076611	1.036641299	1.007833587	1.037716895	0.976661593	1.005276099
1.03897514	1.030844749	1.0331862	1.036633688	0.985898021	1.011679131
0.990481989	1.045854896	1.049309995	1.040081177	0.970887874	1.024485196
1.038914257	1.006659056	1.043543886	1.040081177	0.963977676	1.024485196
1.015312024	1.016986301	1.021653983	1.040081177	0.963977676	1.018082164
1.002336377	1.02739726	1.02391933	1.049287164	0.945565703	1.030888229
0.989660071	1.018198884	1.05499239	1.052765094	0.938609843	1.024485196
1.014069001	1.014713343	1.065449011	1.043574328	0.956991375	1.011679131
0.96529934	1.033079655	1.037899543	1.049264333	0.945611365	1.030888229
1.025707763	1.040081177	1.036572806	1.034414003	0.929434297	1.018082164
1.015058346	0.994244039	1.030913242	1.036565195	0.944261796	0.979663969
1.00238204	1.02246068	1.02739726	1.049241502	0.978772197	0.992470034
